Unnamed: 0,name,currentAnnualSalary,currentMonthlySalary,active,jobTitle,gender,spatial_name,role_name,affiliation_slug,member_of_name,municipio
3011,José Crespo Iglesias,124395.83,9263.83,True,Senador,male,Nacional,Senador,partido-popular,Senado,Senado
3012,Leticia Santos Paz,40013.26,0.0,True,Alcaldesa Del Ayuntamiento De Moaña,female,Local,Alcalde,bng,Ayuntamiento De Moaña/ES,Moaña
3013,Cristina Correa Pombal,25196.32,2099.69,True,Alcaldesa Del Ayuntamiento De Oia,female,Local,Alcalde,partido-popular,Ayuntamiento De Oia/ES,Oia
3014,Digna Rosa Rivas Gomez,43451.59,3620.97,True,Alcaldesa Del Ayuntamiento De Redondela,female,Local,Alcalde,psoe,Ayuntamiento De Redondela/ES,Redondela
3015,Marta Valcarcel Gomez,40378.91,2884.21,True,Alcaldesa del Ayuntamiento de Salvaterra de Miño,female,Local,Alcalde,partido-popular,Ayuntamiento De Salvaterra de Miño/ES,Salvaterra De Miño
3016,Sandra Gonzalez Alvarez,42767.49,3563.96,True,Alcaldesa Del Ayuntamiento De Tomiño,female,Local,Alcalde,bng,Ayuntamiento De Tomiño/ES,Tomiño
3017,Luis María Melón Fernández,0.0,0.0,True,Alcalde Del Ayuntamiento De Alesón,male,Local,Alcalde,partido-popular,Ayuntamiento De Alesón/ES,Alesón
3018,Jesús Armiñanzas Sáenz,1132.83,94.4,True,Alcalde Del Ayuntamiento De Arenzana De Arriba,male,Local,Alcalde,partido-popular,Ayuntamiento De Arenzana de Arriba/ES,Arenzana De Arriba
3019,Pedro Luis Martínez Calvo,0.0,0.0,True,Alcalde Del Ayuntamiento De Ausejo,male,Local,Alcalde,partido-popular,Ayuntamiento De Ausejo/ES,Ausejo
3020,Encarnación Lejárraga Lacalle,870.75,0.0,True,Alcaldesa Del Ayuntamiento De Bobadilla,female,Local,Alcalde,psoe,Ayuntamiento De Bobadilla/ES,Bobadilla
3021,Pedro Luis Orive Arnáiz,0.0,0.0,True,Alcalde Del Ayuntamiento De Foncea,male,Local,Alcalde,partido-popular,Ayuntamiento De Foncea/ES,Foncea
3022,Emiliano Muñoz Galán,0.0,0.0,True,Alcalde Del Ayuntamiento De Grávalos,male,Local,Alcalde,psoe,Ayuntamiento De Grávalos/ES,Grávalos
3023,Jesús Fernández Treviño,0.0,0.0,True,Alcalde Del Ayuntamiento De Hormilla,male,Local,Alcalde,partido-popular,Ayuntamiento De Hormilla/ES,Hormilla
3024,Miguel Ángel Terroba Moreno,3686.87,307.24,True,Alcalde Del Ayuntamiento De Muro En Cameros,male,Local,Alcalde,partido-popular,Ayuntamiento De Muro en Cameros/ES,Muro En Cameros
3025,Daniel Osés Ramírez,76135.93,5438.28,True,"Consejero de Política Local, Infraestructuras y Lucha contra la Despoblación del Gobierno de La Rioja",male,Autonómico,Altos cargos,partido-popular,Gobierno De La Rioja,Gobierno De La Rioja
3026,Pascual Ugarte Marron,0.0,0.0,True,Alcalde Del Ayuntamiento De Ochánduri,male,Local,Alcalde,partido-popular,Ayuntamiento De Ochánduri/ES,Ochánduri
3027,Miguel Martínez Orbañanos,0.0,0.0,True,Alcalde Del Ayuntamiento De Ollauri,male,Local,Alcalde,psoe,Ayuntamiento De Ollauri/ES,Ollauri
3028,Xose Manuel Fernandez Abraldes,32164.35,2680.36,True,Alcalde Del Ayuntamiento De Barro,male,Local,Alcalde,bng,Ayuntamiento De Barro/ES,Barro
3029,Veronica Pichel Guisande,38111.95,3176.0,True,Alcaldesa Del Ayuntamiento De Forcarei,female,Local,Alcalde,psoe,Ayuntamiento De Forcarei/ES,Forcarei
3030,Maria Pilar Ramallo Vazquez,61072.44,0.0,True,Alcaldesa Del Ayuntamiento De Marín,female,Local,Alcalde,partido-popular,Ayuntamiento De Marín/ES,Marín
3031,Carlos Vieitez Fernández,36776.52,3064.71,True,Alcalde Del Ayuntamiento De Meaño,male,Local,Alcalde,vedm,Ayuntamiento De Meaño/ES,Meaño
3032,Ricardo Martinez Chantada,36868.65,3072.39,True,Alcalde Del Ayuntamiento De Portas,male,Local,Alcalde,partido-popular,Ayuntamiento De Portas/ES,Portas
3033,Anxela Fernandez Callis,36619.8,3051.65,True,Alcaldesa Del Ayuntamiento De O Rosal,female,Local,Alcalde,bng,Ayuntamiento De O Rosal/ES,O Rosal
3034,Jose Maria Bello Maneiro,11254.17,937.85,True,Alcalde Del Ayuntamiento De Valga,male,Local,Alcalde,partido-popular,Ayuntamiento De Valga/ES,Valga
3035,Cesar Poza Gonzalez,47260.31,3938.36,True,Alcalde Del Ayuntamiento De Vilaboa,male,Local,Alcalde,psoe,Ayuntamiento De Vilaboa/ES,Vilaboa
3036,Alberto Fernandez Polanco,0.0,0.0,True,Alcalde Del Ayuntamiento De Payo De Ojeda,male,Local,Alcalde,psoe,Ayuntamiento De Payo de Ojeda/ES,Payo De Ojeda
3037,Jose Luis Marcos Pinto,0.0,0.0,True,Alcalde Del Ayuntamiento De Perales,male,Local,Alcalde,partido-popular,Ayuntamiento De Perales/ES,Perales
3038,Alfonso Crespo Gonzalez,5613.18,467.77,True,Alcalde Del Ayuntamiento De Respenda De La Peña,male,Local,Alcalde,psoe,Ayuntamiento De Respenda de la Peña/ES,Respenda De La Peña
3039,Angel Perez Lopez,0.0,0.0,True,Alcalde Del Ayuntamiento De Revilla De Collazos,male,Local,Alcalde,partido-popular,Ayuntamiento De Revilla de Collazos/ES,Revilla De Collazos
3040,Jose Maria Herrero Ibañez,0.0,0.0,True,Alcalde Del Ayuntamiento De San Cristóbal De Boedo,male,Local,Alcalde,partido-popular,Ayuntamiento De San Cristóbal de Boedo/ES,San Cristóbal De Boedo
3041,Jesus Maria Ortega Amor,0.0,0.0,True,Alcalde Del Ayuntamiento De Valdeolmillos,male,Local,Alcalde,partido-popular,Ayuntamiento De Valdeolmillos/ES,Valdeolmillos
3042,José María López Acero,8848.48,737.37,True,Alcalde Del Ayuntamiento De Venta De Baños,male,Local,Alcalde,psoe,Ayuntamiento De Venta de Baños/ES,Venta De Baños
3043,Maria De Los Angeles Cantero Rebollo,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Villahán,female,Local,Alcalde,partido-popular,Ayuntamiento De Villahán/ES,Villahán
3044,Moises Payo Nevares,553.03,0.0,True,Alcalde Del Ayuntamiento De Villalcázar De Sirga,male,Local,Alcalde,psoe,Ayuntamiento De Villalcázar de Sirga/ES,Villalcázar De Sirga
3045,Juan Antonio Valenceja Acero,331.82,0.0,True,Alcalde Del Ayuntamiento De Villalcón,male,Local,Alcalde,partido-popular,Ayuntamiento De Villalcón/ES,Villalcón
3046,Alfonso Alvarez Escobar,4424.24,368.69,True,Alcalde Del Ayuntamiento De Villota Del Páramo,male,Local,Alcalde,partido-popular,Ayuntamiento De Villota del Páramo/ES,Villota Del Páramo
3047,Oscar Ramón Hernandez Suarez,58083.78,4840.31,True,Alcalde Del Ayuntamiento De Agüimes,male,Local,Alcalde,ra,Ayuntamiento De Agüimes/ES,Agüimes
3048,Florencio Pablo Caballero De La Torre,0.0,0.0,True,Alcalde Del Ayuntamiento De Castromocho,male,Local,Alcalde,partido-popular,Ayuntamiento De Castromocho/ES,Castromocho
3049,Jorge Ibañez Diaz,35128.96,2927.41,True,Alcalde Del Ayuntamiento De Cervera De Pisuerga,male,Local,Alcalde,psoe,Ayuntamiento De Cervera de Pisuerga/ES,Cervera De Pisuerga
3050,Rodrigo De La Cruz Revilla,0.0,0.0,True,Alcalde Del Ayuntamiento De Espinosa De Cerrato,male,Local,Alcalde,partido-popular,Ayuntamiento De Espinosa de Cerrato/ES,Espinosa De Cerrato
3051,Carlos Gutierrez Rodriguez,0.0,0.0,True,Alcalde Del Ayuntamiento De Fuentes De Nava,male,Local,Alcalde,partido-popular,Ayuntamiento De Fuentes de Nava/ES,Fuentes De Nava
3052,Juan Jesus Blanco Muñiz,44158.22,3679.85,True,Alcalde Del Ayuntamiento De Guardo,male,Local,Alcalde,partido-popular,Ayuntamiento De Guardo/ES,Guardo
3053,Elisa Carreton Puebla,1106.06,92.17,True,Alcaldesa Del Ayuntamiento De Lantadilla,female,Local,Alcalde,partido-popular,Ayuntamiento De Lantadilla/ES,Lantadilla
3054,Raul Cuesta Gutierrez,0.0,0.0,True,Alcalde Del Ayuntamiento De Lomas,male,Local,Alcalde,partido-popular,Ayuntamiento De Lomas/ES,Lomas
3055,Patricia Perez Blanco,12520.02,1043.34,True,Alcaldesa Del Ayuntamiento De Magaz De Pisuerga,female,Local,Alcalde,partido-popular,Ayuntamiento De Magaz de Pisuerga/ES,Magaz De Pisuerga
3056,Anastasio Morate Fernandez,0.0,0.0,True,Alcalde Del Ayuntamiento De Mazariegos,male,Local,Alcalde,partido-popular,Ayuntamiento De Mazariegos/ES,Mazariegos
3057,Mariano San Abelardo Rodriguez,10433.99,0.0,True,Alcalde Del Ayuntamiento De La Pernía,male,Local,Alcalde,partido-popular,Ayuntamiento De La Pernía/ES,La Pernía
3058,Julian Aguilar Macho,1751.26,145.94,True,Alcalde Del Ayuntamiento De Salinas De Pisuerga,male,Local,Alcalde,psoe,Ayuntamiento De Salinas de Pisuerga/ES,Salinas De Pisuerga
3059,Eutiquia Carnero Martin,2212.12,184.34,True,Alcaldesa Del Ayuntamiento De Santa Cruz De Boedo,female,Local,Alcalde,partido-popular,Ayuntamiento De Santa Cruz de Boedo/ES,Santa Cruz De Boedo
3060,Honorino Fontecha Roscales,0.0,0.0,True,Alcalde Del Ayuntamiento De Tabanera De Valdavia,male,Local,Alcalde,partido-popular,Ayuntamiento De Tabanera de Valdavia/ES,Tabanera De Valdavia
3061,Luis Angel Marin Paredes,921.72,76.81,True,Alcalde Del Ayuntamiento De Tariego De Cerrato,male,Local,Alcalde,psoe,Ayuntamiento De Tariego de Cerrato/ES,Tariego De Cerrato
3062,Jorge Domingo Martínez Antolín,103691.45,7463.59,True,Senador,male,Nacional,Senador,partido-popular,Senado,Senado
3063,Felix Diez Gonzalez,0.0,0.0,True,Alcalde Del Ayuntamiento De Villaherreros,male,Local,Alcalde,partido-popular,Ayuntamiento De Villaherreros/ES,Villaherreros
3064,Roberto Martin Casado,37668.74,3139.06,True,Alcalde Del Ayuntamiento De Villamuriel De Cerrato,male,Local,Alcalde,partido-popular,Ayuntamiento De Villamuriel de Cerrato/ES,Villamuriel De Cerrato
3065,Maria Nuria Simon Gonzalez,182.76,0.0,True,Alcaldesa Del Ayuntamiento De Villarramiel,female,Local,Alcalde,partido-popular,Ayuntamiento De Villarramiel/ES,Villarramiel
3066,Jose Ignacio Antolin Merino,5862.12,488.51,True,Alcalde Del Ayuntamiento De Villoldo,male,Local,Alcalde,partido-popular,Ayuntamiento De Villoldo/ES,Villoldo
3067,Matias Fidel Peña Garcia,49072.11,4089.34,True,Alcalde Del Ayuntamiento De Antigua,male,Local,Alcalde,alxan-nc,Ayuntamiento De Antigua/ES,Antigua
3068,Sergio Martin Perez,0.0,0.0,True,Alcalde Del Ayuntamiento De Collazos De Boedo,male,Local,Alcalde,partido-popular,Ayuntamiento De Collazos de Boedo/ES,Collazos De Boedo
3069,Guzmán Amado Gutiérrez Valdeón,800.0,0.0,True,Alcalde Del Ayuntamiento De Fresno Del Río,male,Local,Alcalde,agrupacion-independiente-de-electores-de-fresno-del-rio,Ayuntamiento De Fresno del Río/ES,Fresno Del Río
3070,Jesus Angel Tapia Cea,10760.29,896.69,True,Alcalde Del Ayuntamiento De Grijota,male,Local,Alcalde,partido-popular,Ayuntamiento De Grijota/ES,Grijota
3071,Jose Julio Rojo Encinas,0.0,0.0,True,Alcalde Del Ayuntamiento De Hérmedes De Cerrato,male,Local,Alcalde,partido-popular,Ayuntamiento De Hérmedes de Cerrato/ES,Hérmedes De Cerrato
3072,Victor Arroyo Gallardo,0.0,0.0,True,Alcalde Del Ayuntamiento De Herrera De Valdecañas,male,Local,Alcalde,partido-popular,Ayuntamiento De Herrera de Valdecañas/ES,Herrera De Valdecañas
3073,Ignacio Valdeolmillos Marcos,737.37,61.45,True,Alcalde Del Ayuntamiento De Hornillos De Cerrato,male,Local,Alcalde,partido-popular,Ayuntamiento De Hornillos de Cerrato/ES,Hornillos De Cerrato
3074,Juan Jesus Nevares Heredia,1225.88,102.16,True,Alcalde Del Ayuntamiento De Husillos,male,Local,Alcalde,gitv,Ayuntamiento De Husillos/ES,Husillos
3075,Carlos Quijano Arenas,0.0,0.0,True,Alcalde Del Ayuntamiento De Itero De La Vega,male,Local,Alcalde,partido-popular,Ayuntamiento De Itero de la Vega/ES,Itero De La Vega
3076,Santiago Jose Diaz De Bustamante Lopez Vazquez,737.37,61.45,True,Alcalde Del Ayuntamiento De Olmos De Ojeda,male,Local,Alcalde,partido-popular,Ayuntamiento De Olmos de Ojeda/ES,Olmos De Ojeda
3077,Sara Esteban De Los Mozos,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Palenzuela,female,Local,Alcalde,partido-popular,Ayuntamiento De Palenzuela/ES,Palenzuela
3078,Teofilo Calderon Calderon,6028.03,502.34,True,Alcalde Del Ayuntamiento De Pomar De Valdivia,male,Local,Alcalde,partido-popular,Ayuntamiento De Pomar de Valdivia/ES,Pomar De Valdivia
3079,Maria Jesus Saldaña Alonso,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Pozo De Urama,female,Local,Alcalde,psoe,Ayuntamiento De Pozo de Urama/ES,Pozo De Urama
3080,Maria Yolanda Gutierrez Gonzalez,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Quintana Del Puente,female,Local,Alcalde,partido-popular,Ayuntamiento De Quintana del Puente/ES,Quintana Del Puente
3081,Hector Alonso Vivas,0.0,0.0,True,Alcalde Del Ayuntamiento De Santa Cecilia Del Alcor,male,Local,Alcalde,partido-popular,Ayuntamiento De Santa Cecilia del Alcor/ES,Santa Cecilia Del Alcor
3082,Felix Angel Izquierdo Garcia,0.0,0.0,True,Alcalde Del Ayuntamiento De Santibáñez De Ecla,male,Local,Alcalde,partido-popular,Ayuntamiento De Santibáñez de Ecla/ES,Santibáñez De Ecla
3083,Luis Antonio Puebla Luis,1.84,0.0,True,Alcalde Del Ayuntamiento De La Serna,male,Local,Alcalde,partido-popular,Ayuntamiento De La Serna/ES,La Serna
3084,Maria Concha Gallardo Garcia,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Támara De Campos,female,Local,Alcalde,partido-popular,Ayuntamiento De Támara de Campos/ES,Támara De Campos
3085,Javier Garcia Montes,0.0,0.0,True,Alcalde Del Ayuntamiento De Valde-Ucieza,male,Local,Alcalde,partido-popular,Ayuntamiento De Valde-Ucieza/ES,Valde-Ucieza
3086,Julio Alfonso Escobar Diez,0.0,0.0,True,Alcalde Del Ayuntamiento De Valle Del Retortillo,male,Local,Alcalde,partido-popular,Ayuntamiento De Valle del Retortillo/ES,Valle Del Retortillo
3087,Manuel Gañan Rodriguez,6660.0,0.0,True,Alcalde Del Ayuntamiento De Villada,male,Local,Alcalde,partido-popular,Ayuntamiento De Villada/ES,Villada
3088,Isaura De Nicolas Laso,7154.13,596.18,True,Alcaldesa Del Ayuntamiento De Villaluenga De La Vega,female,Local,Alcalde,agrupacion-de-electores-independientes-de-villaluenga,Ayuntamiento De Villaluenga de la Vega/ES,Villaluenga De La Vega
3089,Jesus Perez Lombraña,0.0,0.0,True,Alcalde Del Ayuntamiento De Villameriel,male,Local,Alcalde,partido-popular,Ayuntamiento De Villameriel/ES,Villameriel
3090,Antonio Pastor Laso,0.0,0.0,True,Alcalde Del Ayuntamiento De Villanueva Del Rebollar,male,Local,Alcalde,partido-popular,Ayuntamiento De Villanueva del Rebollar/ES,Villanueva Del Rebollar
3091,Francesc Sabanés Serra,0.0,0.0,True,Alcalde Del Ayuntamiento De Ribera D'Ondara,male,Local,Alcalde,prd-o-cp,Ayuntamiento De Ribera d'Ondara/ES,Ribera D'Ondara
3092,Sandra Marco Casals,1588.01,132.33,True,Alcaldesa Del Ayuntamiento De Soses,female,Local,Alcalde,erc,Ayuntamiento De Soses/ES,Soses
3093,César Ruiz-Canela Nieto,45363.47,3780.29,True,Alcalde Del Ayuntamiento De Naut Aran,male,Local,Alcalde,cda-pna,Ayuntamiento De Naut Aran/ES,Naut Aran
3094,Josep Maria Casafont Augé,21000.0,1750.0,True,Alcalde Del Ayuntamiento De Navès,male,Local,Alcalde,cm,Ayuntamiento De Navès/ES,Navès
3095,Delfí Escoté Salla,9424.96,785.41,True,Alcalde Del Ayuntamiento De Els Omells De Na Gaia,male,Local,Alcalde,cm,Ayuntamiento De Els Omells de na Gaia/ES,Els Omells De Na Gaia
3096,Xavier Vilalta Isanta,14282.93,1190.24,True,Alcalde Del Ayuntamiento De Pinós,male,Local,Alcalde,cm,Ayuntamiento De Pinós/ES,Pinós
3097,Rosa Andorrà Nicola,9299.04,774.92,True,Alcaldesa Del Ayuntamiento De El Pont De Bar,female,Local,Alcalde,cm,Ayuntamiento De El Pont de Bar/ES,El Pont De Bar
3098,Xavier Picas I Pons,10484.51,873.71,True,Alcalde Del Ayuntamiento De Prats I Sansor,male,Local,Alcalde,cm,Ayuntamiento De Prats i Sansor/ES,Prats I Sansor
3099,Jaume Pané Roig,9212.56,767.71,True,Alcalde Del Ayuntamiento De Preixana,male,Local,Alcalde,cm,Ayuntamiento De Preixana/ES,Preixana
3100,Maria Teresa Cullerés Esteve,12114.9,1009.57,True,Alcaldesa Del Ayuntamiento De Sarroca De Lleida,female,Local,Alcalde,cm,Ayuntamiento De Sarroca de Lleida/ES,Sarroca De Lleida
3101,Jordi Fàbrega I Sabaté,49110.46,3507.89,True,Diputado autonómico en el Parlament de Catalunya,male,Autonómico,Diputado,junts-per-catalunya,Parlament De Catalunya,Parlament De Catalunya
3102,Josep Ramon Fondevilla Isus,0.0,0.0,True,Alcalde Del Ayuntamiento De Soriguera,male,Local,Alcalde,viu-soriguera-esquerra-republicana-de-catalunya-acord-municipal,Ayuntamiento De Soriguera/ES,Soriguera
3103,Inmaculada Secanell Viladot,13127.28,1093.94,True,Alcaldesa Del Ayuntamiento De Tarroja De Segarra,female,Local,Alcalde,cm,Ayuntamiento De Tarroja de Segarra/ES,Tarroja De Segarra
3104,Alejandro García Balust,16513.67,1376.14,True,Alcalde Del Ayuntamiento De Talarn,male,Local,Alcalde,som-talarn-acord-municipal,Ayuntamiento De Talarn/ES,Talarn
3105,Concep Cañadell Salvia,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Térmens,female,Local,Alcalde,cm,Ayuntamiento De Térmens/ES,Térmens
3106,Joan Farrera Granja,17142.22,1428.52,True,Alcalde Del Ayuntamiento De Tírvia,male,Local,Alcalde,viu-tirvia-acord-municipal,Ayuntamiento De Tírvia/ES,Tírvia
3107,Josep Maria Dalmau Gil,11671.8,833.7,True,Alcalde Del Ayuntamiento De Torre De Cabdella  La,male,Local,Alcalde,erc,Ayuntamiento De La Torre de Cabdella/ES,Torre De Cabdella  La
3108,Mario Urrea Marsal,0.0,0.0,True,Alcalde Del Ayuntamiento De Torrebesses,male,Local,Alcalde,ixt-am,Ayuntamiento De Torrebesses/ES,Torrebesses
3109,Carles Comes Marco,0.0,0.0,True,Alcalde Del Ayuntamiento De Torrelameu,male,Local,Alcalde,erc,Ayuntamiento De Torrelameu/ES,Torrelameu
3110,Oriol Sala Sánchez,12258.84,1021.57,True,Alcalde Del Ayuntamiento De Vilamòs,male,Local,Alcalde,ua-psc-cp,Ayuntamiento De Vilamòs/ES,Vilamòs
3111,Jordi Nogué Estradé,10749.58,895.8,True,Alcalde Del Ayuntamiento De El Vilosell,male,Local,Alcalde,cm,Ayuntamiento De El Vilosell/ES,El Vilosell
3112,Ana Belén Ermida Igrexas,30739.23,2561.6,True,Alcaldesa Del Ayuntamiento De Barreiros,female,Local,Alcalde,bng,Ayuntamiento De Barreiros/ES,Barreiros
3113,Manuel Lorenzo Varela Rodriguez,0.0,0.0,True,Alcalde Del Ayuntamiento De Chantada,male,Local,Alcalde,partido-popular,Ayuntamiento De Chantada/ES,Chantada
3114,Josep Maria Castella Estruch,20980.13,1748.34,True,Alcalde Del Ayuntamiento De Torrefeta I Florejacs,male,Local,Alcalde,erc,Ayuntamiento De Torrefeta i Florejacs/ES,Torrefeta I Florejacs
3115,Rosa Maria Fàbrega Romà,9445.26,787.1,True,Alcaldesa Del Ayuntamiento De Les Valls D'Aguilar,female,Local,Alcalde,cm,Ayuntamiento De Les Valls d'Aguilar/ES,Les Valls D'Aguilar
3116,Ricard Mateu I Vidal,186.0,15.5,True,Alcalde Del Ayuntamiento De Les Valls De Valira,male,Local,Alcalde,ivv-erc-am,Ayuntamiento De Les Valls de Valira/ES,Les Valls De Valira
3117,Juan Antonio Serrano Iglesias,7742.42,645.2,True,Alcalde Del Ayuntamiento De Vielha E Mijaran,male,Local,Alcalde,ua-psc-cp,Ayuntamiento De Vielha e Mijaran/ES,Vielha E Mijaran
3118,Xavier Terré Boliart,9981.75,831.81,True,Alcalde Del Ayuntamiento De Vilanova De Meià,male,Local,Alcalde,erc,Ayuntamiento De Vilanova de Meià/ES,Vilanova De Meià
3119,Josep Maria Tarragó Clivillé,9996.48,833.04,True,Alcalde Del Ayuntamiento De Vinaixa,male,Local,Alcalde,cav-am,Ayuntamiento De Vinaixa/ES,Vinaixa
3120,Angel Enrique Martinez-Puga Lopez,6187.56,515.63,True,Alcalde Del Ayuntamiento De Baleira,male,Local,Alcalde,partido-popular,Ayuntamiento De Baleira/ES,Baleira
3121,Xose Maria Arias Fernandez,2565.14,213.76,True,Alcalde Del Ayuntamiento De Castroverde,male,Local,Alcalde,psoe,Ayuntamiento De Castroverde/ES,Castroverde
3122,Benigno Gomez Tadin,24152.07,2012.67,True,Alcalde Del Ayuntamiento De Cervantes,male,Local,Alcalde,psoe,Ayuntamiento De Cervantes/ES,Cervantes
3123,Armando Castosa Alvariño,46095.46,3841.29,True,Alcalde Del Ayuntamiento De Cospeito,male,Local,Alcalde,partido-popular,Ayuntamiento De Cospeito/ES,Cospeito
3124,Ramon Trullols Bergadà,29301.39,2441.78,True,Alcalde Del Ayuntamiento De Talavera,male,Local,Alcalde,cm,Ayuntamiento De Talavera/ES,Talavera
3125,David Vilaró Gordillo,25445.57,2120.46,True,Alcalde Del Ayuntamiento De Tornabous,male,Local,Alcalde,pv-amunt,Ayuntamiento De Tornabous/ES,Tornabous
3126,Jordi Latorre Sotus,10557.35,879.78,True,Alcalde Del Ayuntamiento De Torrefarrera,male,Local,Alcalde,cm,Ayuntamiento De Torrefarrera/ES,Torrefarrera
3127,María José Erta Ruiz,21744.3,1553.16,True,Alcaldesa del Ayuntamiento de Vilaller,female,Local,Alcalde,junts-per-catalunya,Ayuntamiento De Vilaller/ES,Vilaller
3128,Jordi Figuerol Sarmiento,19645.85,1637.15,True,Alcalde Del Ayuntamiento De Vilanova De Segrià,male,Local,Alcalde,erc,Ayuntamiento De Vilanova de Segrià/ES,Vilanova De Segrià
3129,Miguel Gonzalez Piñeiro,31536.31,2628.03,True,Alcalde Del Ayuntamiento De Baralla,male,Local,Alcalde,partido-popular,Ayuntamiento De Baralla/ES,Baralla
3130,Manuel Martinez Nuñez,0.0,0.0,True,Alcalde Del Ayuntamiento De Becerreá,male,Local,Alcalde,contamos-gas-glg,Ayuntamiento De Becerreá/ES,Becerreá
3131,Jose Ulla Rocha,43011.0,3072.21,True,Alcalde Del Ayuntamiento De Begonte,male,Local,Alcalde,partido-popular,Ayuntamiento De Begonte/ES,Begonte
3132,Francisco Javier Balado Teijeiro,39130.43,3260.87,True,Alcalde Del Ayuntamiento De Castro De Rei,male,Local,Alcalde,partido-popular,Ayuntamiento De Castro de Rei/ES,Castro De Rei
3133,Alfonso Villares Bermúdez,72655.8,6054.65,True,Conselleiro del Mar,male,Autonómico,Altos cargos,partido-popular,Xunta De Galicia,Xunta De Galicia
3134,Felipe Labrada Reija,35310.51,2942.54,True,Alcalde Del Ayuntamiento De O Corgo,male,Local,Alcalde,partido-popular,Ayuntamiento De O Corgo/ES,O Corgo
3135,Dolores Castro Ochoa,32200.0,0.0,True,Alcaldesa Del Ayuntamiento De Folgoso Do Courel,female,Local,Alcalde,partido-popular,Ayuntamiento De Folgoso do Courel/ES,Folgoso Do Courel
3136,Francisco Cajoto Caserio,12401.93,1033.49,True,Alcalde Del Ayuntamiento De Foz,male,Local,Alcalde,psoe,Ayuntamiento De Foz/ES,Foz
3137,Maria Alba Pijuan Vallverdú,54190.54,4515.88,True,Alcaldesa Del Ayuntamiento De Tàrrega,female,Local,Alcalde,erc,Ayuntamiento De Tàrrega/ES,Tàrrega
3138,Àngel Villarte Canes,17765.97,1480.5,True,Alcalde Del Ayuntamiento De Tiurana,male,Local,Alcalde,cm,Ayuntamiento De Tiurana/ES,Tiurana
3139,Josep Xavier Camps Torrens,12504.51,1042.04,True,Alcalde Del Ayuntamiento De La Vansa I Fórnols,male,Local,Alcalde,cm,Ayuntamiento De La Vansa i Fórnols/ES,La Vansa I Fórnols
3140,Maria Dolors Pascual Miquel,18987.47,1582.29,True,Alcaldesa Del Ayuntamiento De Vilanova De Bellpuig,female,Local,Alcalde,ev,Ayuntamiento De Vilanova de Bellpuig/ES,Vilanova De Bellpuig
3141,Jose Maria Lopez Rancaño,41806.99,3483.92,True,Alcalde Del Ayuntamiento De Abadín,male,Local,Alcalde,partido-popular,Ayuntamiento De Abadín/ES,Abadín
3142,Jose Manuel Arias Lopez,45642.38,3803.53,True,Alcalde Del Ayuntamiento De Bóveda,male,Local,Alcalde,partido-popular,Ayuntamiento De Bóveda/ES,Bóveda
3143,Julio Manuel Yebra Pimentel Blanco,20277.78,1689.81,True,Alcalde Del Ayuntamiento De Carballedo,male,Local,Alcalde,partido-popular,Ayuntamiento De Carballedo/ES,Carballedo
3144,Hector Manuel Corujo Gonzalez,35531.92,2960.99,True,Alcalde Del Ayuntamiento De O Incio,male,Local,Alcalde,partido-popular,Ayuntamiento De O Incio/ES,O Incio
3145,María José Gómez Rodríguez,82518.26,5755.21,True,Conselleira de Medio Rural de la Xunta de Galicia,female,Autonómico,Altos cargos,partido-popular,Xunta De Galicia,Xunta De Galicia
3146,José Fernández Fernández,1474.75,122.9,True,Alcalde Del Ayuntamiento De Navia De Suarna,male,Local,Alcalde,psoe,Ayuntamiento De Navia de Suarna/ES,Navia De Suarna
3147,Lino Rodriguez Onega,0.0,0.0,True,Alcalde Del Ayuntamiento De Pol,male,Local,Alcalde,psoe,Ayuntamiento De Pol/ES,Pol
3148,Javier Doncel Fernández,0.0,0.0,True,Alcalde Del Ayuntamiento De Anchuelo,male,Local,Alcalde,partido-popular,Ayuntamiento De Anchuelo/ES,Anchuelo
3149,Jaime Sanz Lozano,7693.83,641.15,True,Alcalde Del Ayuntamiento De El Berrueco,male,Local,Alcalde,partido-popular,Ayuntamiento De El Berrueco/ES,El Berrueco
3150,Manuel Angel Otero Legide,13013.3,1084.44,True,Alcalde Del Ayuntamiento De Mondoñedo,male,Local,Alcalde,partido-popular,Ayuntamiento De Mondoñedo/ES,Mondoñedo
3151,José Tomé Roca,13825.76,1152.15,True,Alcalde Del Ayuntamiento De Monforte De Lemos,male,Local,Alcalde,psoe,Ayuntamiento De Monforte de Lemos/ES,Monforte De Lemos
3152,José Manuel Braña Pereda,32555.46,0.0,True,Alcalde Del Ayuntamiento De Negueira De Muñiz,male,Local,Alcalde,psoe,Ayuntamiento De Negueira de Muñiz/ES,Negueira De Muñiz
3153,Jose Luis Raposo Magdalena,1548.48,129.04,True,Alcalde Del Ayuntamiento De Pedrafita Do Cebreiro,male,Local,Alcalde,psoe,Ayuntamiento De Pedrafita do Cebreiro/ES,Pedrafita Do Cebreiro
